C/Mobenge-Mondila;Chefferie Mobenge-Mondila;T/Bondo
C/Moenge;Moenge;T/Basoko
C/Mokambo;Chefferie Mokambo;T/Mahagi
C/Mokambo (Sakania);Mokambo (Sakania);T/Sakania
C/Molegbe;Molegbe;V/Gbadolite
C/Molua;Molua;V/Bumba
C/Mombesa;Chefferie Mombesa;T/Yahuma
C/Monama;Monama;V/Bumba
C/Mondo;Chefferie Mondo;T/Faradje
C/Mondongo;Mondongo;T/Lisala
C/Mondongwale;Chefferie Mondongwale;T/Bambesa
C/Monga;Monga;T/Bondo
C/Mongala;Mongala;V/Lisala
C/Mongali;Mongali;V/Watsa
C/MongaNkolo;MongaNkolo;V/Nioki
C/Monganzulu;Chefferie Monganzulu;T/Buta
C/Mongbalu;Mongbalu;V/Mongwalu
C/Mongo;Chefferie Mongo;T/Opala
C/Mongo-Masi;Chefferie Mongo-Masi;T/Rungu
C/Monkoto;Monkoto;T/Monkoto
C/Mont Gila;Mont Gila;V/Gemena
C/Mont-Ngafula;Mont-Ngafula;V/Kinshasa
C/Monzo;Monzo;V/Lukalaba
C/Mopoy;Chefferie Mopoy;T/Ango
C/Moseno;Moseno;V/Bolobo
C/Mosite;Mosite;T/Yahuma
C/Mpaya-Mutombo;Mpaya-Mutombo;T/Lusambo
C/Mpolo;Mpolo;V/Inongo
C/Mpongonzoli;Mpongonzoli;V/Inongo
C/M'pweto;Chefferie M'pweto;T/Pweto
C/Muamuayi;Muamuayi;T/Lubao
C/Muanda;Muanda;V/Moanda
C/Mubi;Mubi;T/Walikale
C/Mudingayi;Mudingayi;V/Kabinda
C/Muhona;Chefferie Muhona;T/Kongolo
C/Mukedi;Mukedi;T/Gungu
C/Mukukuyi;Mukukuyi;V/Mbuy-A-Tshow
C/Mulasa;Mulasa;T/Idiofa
C/Mulekera;Mulekera;V/Beni
C/Mulongo;Chefferie Mulongo;T/Malemba-Nkulu
C/Mulongwe;Mulongwe;V/Uvira
C/Muloshi;Chefferie Muloshi;T/Kahemba
C/Mulumbu;Chefferie Mulumbu;T/Lubudi
C/Mulundu;Chefferie Mulundu;T/Luilu
C/Mumvuyi;Mumvuyi;V/Mbuy-A-Tshow
C/Mungele;Mungele;T/Lubutu
C/Munkamba (Dimbelenge);Munkamba (Dimbelenge);T/Dimbelenge
C/Munkamba (Kabeya-Kamwanga);Munkamba (Kabeya-Kamwanga);T/Kabeya-Kamwanga
C/Munyenge;Munyenge;T/Kabinda
C/Murumbi;Murumbi;V/Kaoze
C/Musaba;Musaba;V/Mongwalu
C/Musadi;Musadi;V/Mwene-Ditu
C/Musanga;Musanga;V/Idiofa
C/Museka;Chefferie Museka;T/Malemba-Nkulu
C/Mushie;Mushie;T/Mushie
C/Musoshi-Kasumbalesa;Musoshi-Kasumbalesa;T/Sakania
C/Musukuyi;Musukuyi;V/Kasongo
C/Mususa;Mususa;V/Butembo
C/Muteba;Chefferie Muteba;T/Sandoa
C/Mutombo-Mukulu;Chefferie Mutombo-Mukulu;T/Kaniama
C/Mutshatsha;Mutshatsha;T/Mutshatsha
C/Muya;Muya;V/Mbuji-Mayi
C/Muyeye;Chefferie Muyeye;T/Dilolo
C/Mvuzi;Mvuzi;V/Matadi
C/Mwakandala;Chefferie Mwakandala;T/Dilolo
C/Mwamushiko;Chefferie Mwamushiko;T/Kahemba
C/Mwana-Muadi;Chefferie Mwana-Muadi;T/Lubudi
C/Mwatshisenge;Chefferie Mwatshisenge;T/Dilolo
C/Mweka;Mweka;T/Mweka
C/Mwendjila;Chefferie Mwendjila;T/Kahemba
C/Mwene-Ditu;Mwene-Ditu;V/Mwene-Ditu
C/Mwenge;Chefferie Mwenge;T/Pweto
C/Ndambu;Ndambu;V/Dibaya Lubwe
C/Ndedu;Ndedu;T/Dungu
C/Ndesha;Ndesha;V/Kananga
C/Ndey;Chefferie Ndey;T/Rungu
C/Ndjili;Ndjili;V/Kinshasa
C/Ndjindji;Ndjindji;T/Kamonia
C/Ndjingala;Ndjingala;T/Walikale
C/Ndolomo (Duruma);Chefferie Ndolomo (Duruma);T/Dungu
C/Ndo-Okebo;Chefferie Ndo-Okebo;T/Djugu
C/Ndrele;Ndrele;T/Mahagi
C/Ndu;Ndu;T/Bondo
C/Ndumba;Chefferie Ndumba;T/Dilolo
C/Nepeko;Nepeko;V/Wamba
C/Ngaba;Ngaba;V/Kinshasa
C/Ngadi-A-Pemba;Ngadi-A-Pemba;T/Luiza
C/Ngaliema;Ngaliema;V/Kinshasa
C/Nganga;Nganga;V/Lodja
C/Nganye;Chefferie Nganye;T/Moba
C/Nganza;Nganza;V/Kananga
C/Nganza (Gbadolite);Nganza (Gbadolite);V/Gbadolite
C/Ngbaradi;Chefferie Ngbaradi;T/Poko
C/Ngbongade;Ngbongade;V/Aketi
C/Nge-Bolobo;Nge-Bolobo;V/Bolobo
C/Ngilima;Ngilima;V/Dungu
C/Ngindo;Chefferie Ngindo;T/Ango
C/Ngiri-Ngiri;Ngiri-Ngiri;V/Kinshasa
C/Ngombe;Ngombe;T/Kamonia
C/Ngugbi;Ngugbi;V/Mobayi-Mbongo
C/Ngungu (Masisi);Ngungu (Masisi);T/Masisi
C/Ngungu (Mbaza-Ngungu);Ngungu (Mbaza-Ngungu);V/Mbaza-Ngungu
C/Nguru;Chefferie Nguru;T/Buta
C/Ngweshe;Chefferie Ngweshe;T/Walungu
C/Niangara;Niangara;T/Niangara
C/Nia-Nia;Nia-Nia;T/Mambasa
C/Nindja;Chefferie Nindja;T/Kabare
C/Nioka;Nioka;T/Mahagi
C/Nio-Kamule;Chefferie Nio-Kamule;T/Aru
C/Nioki;Nioki;V/Nioki
C/Njiapanda;Njiapanda;T/Lubero
C/Nkole;Chefferie Nkole;T/Bokungu
C/Nkulu;Chefferie Nkulu;T/Malemba-Nkulu
C/Nkuvu;Chefferie Nkuvu;T/Kongolo
C/Noki;Noki;V/Mbaza-Ngungu
C/Nonda;Chefferie Nonda;T/Kasongo
C/Nsangu;Nsangu;V/Lukalaba
C/Nsele;Nsele;V/Kinshasa
C/Nsioni;Nsioni;V/Lukala
C/Ntambuka;Chefferie Ntambuka;T/Idjwi
C/Ntand'Embelo;Ntand'Embelo;T/Inongo
C/Ntshakal;Ntshakal;V/Kahemba
C/Nwange;Nwange;V/Mobayi-Mbongo
C/Nyabibwe;Nyabibwe;T/Kalehe
C/Nyakasanza;Nyakasanza;V/Bunia
C/Nyalubwe;Nyalubwe;V/Shabunda
C/Nyamiliama;Nyamiliama;T/Rutshuru
C/Nyamitaba;Nyamitaba;T/Masisi
C/Nyanga;Nyanga;T/Kamonia
C/Nyangezi;Nyangezi;T/Walungu
C/Nyanzale;Nyanzale;T/Rutshuru
C/Nyikinyiki;Nyikinyiki;V/Miabi
C/Nyunzu;Nyunzu;T/Nyunzu
C/Nzadi;Nzadi;V/Boma
C/Nzadi (Kamonia);Nzadi (Kamonia);T/Kamonia
C/Nzanza (Gbadolite);Nzanza (Gbadolite);V/Gbadolite
C/Nzanza (Matadi);Nzanza;V/Matadi
C/Nzinda;Nzinda;V/Kikwit
C/Nzombo;Nzombo;V/Basoko
C/Nzulu;Nzulu;V/Zongo
C/Obea;Obea;V/Punia
C/Okitandeke;Okitandeke;V/Lodja
C/Okitongmbe;Okitongmbe;V/Tshumbe
C/Okondo;Chefferie Okondo;T/Niangara
C/Opala;Opala;T/Opala
C/Opienge;Opienge;T/Bafwasende
C/Oshwe;Oshwe;T/Oshwe
C/Otete;Otete;V/Tshumbe
C/Otso;Chefferie Otso;T/Aru
C/Panda;Panda;V/Likasi
C/Pandoro;Chefferie Pandoro;T/Mahagi
C/Panga;Panga;T/Banalia
C/Pangi;Pangi;T/Pangi
C/Panu;Panu;T/Idiofa
C/Panu Pay Pay;Panu Pay Pay;T/Bagata
C/Pay-Kongila;Pay-Kongila;T/Masi-Manimba
C/Pelende;Pelende;T/Kasongo-Lunda
C/Pelende-Nord;Chefferie Pelende-Nord;T/Kenge
C/Pengie;Pengie;T/Kabinda
C/Pete;Pete;V/Aru
C/Pinga;Pinga;T/Walikale
C/Pinga-Bushimbo;Pinga-Bushimbo;T/Masisi
C/Piopio;Piopio;T/Idiofa
C/Plaine de la Ruzizi;Chefferie Plaine de la Ruzizi;T/Uvira
C/Plito-Yalala;Plito-Yalala;V/Mongwalu
C/Poko;Poko;T/Poko
C/Pont-Kwango;Pont-Kwango;T/Kenge
C/Popokabaka;Popokabaka;T/Popokabaka
C/Puntsha;Puntsha;V/Ilebo
C/Pwelo;Pwelo;T/Pweto
C/Raoul Aliti;Raoul Aliti;V/Ariwara
C/Ridha;Ridha;V/Mahagi
C/Ruashi;Ruashi;V/Lubumbashi
C/Rubaya;Rubaya;T/Masisi
C/Rubenga;Chefferie Rubenga;T/Idjwi
C/Rungu;Rungu;T/Rungu
C/Rutuku;Chefferie Rutuku;T/Kalemie
C/Ruwenzori;Ruwenzori;V/Beni
C/Sakania;Sakania;T/Sakania
C/Sake;Sake;T/Masisi
C/Sakundundu;Chefferie Sakundundu;T/Sandoa
C/Saluseke;Chefferie Saluseke;T/Dilolo
C/Samba;Samba;T/Kasongo
C/Sambali;Sambali;V/Aba
C/Samuanda;Samuanda;T/Luiza
C/Samutoma;Chefferie Samutoma;T/Sandoa
C/Sandoa;Sandoa;T/Sandoa
C/Sange;Sange;T/Uvira
C/Sasa;Chefferie Sasa;T/Ango
C/Seke-Banza;Seke-Banza;T/Seke-Banza
C/Sele;Sele;T/Mbanza-Ngungu
C/Selembao;Selembao;V/Kinshasa
C/Semendwa;Semendwa;T/Kutu
C/Semondane;Semondane;T/Kutu
C/Shapembe;Shapembe;V/Lodja
C/Shari;Shari;V/Bunia
C/Shituru;Shituru;V/Likasi
C/Soa;Chefferie Soa;T/Bondo
C/Sobongo;Sobongo;V/Kamina
C/Songololo;Songololo;T/Songololo
C/Soronga;Chefferie Soronga;T/Poko
C/Swima;Swima;T/Fizi
C/Tadu;Tadu;T/Faradje
C/Tembo;Tembo;T/Kasongo-Lunda
C/Tepatondele;Tepatondele;V/Buta
C/Tfundwale;Tfundwale;T/Kahemba
C/Timoniko;Chefferie Timoniko;T/Wamba
C/Tinda;Tinda;V/Aketi
C/Titule;Titule;T/Buta
C/Tobola;Tobola;V/Dingila
C/Tolo;Tolo;T/Kutu
C/Tongoni;Tongoni;V/Kasongo
C/Tshamaka;Tshamaka;T/Lubutu
C/Tshela;Tshela;V/Tshela
C/Tshengerero;Tshengerero;T/Rutshuru
C/Tshenza;Tshenza;V/Dibaya Lubwe
C/Tshiabut;Tshiabut;T/Luilu
C/Tshibamba;Chefferie Tshibamba;T/Sandoa
C/Tshibiayi;Tshibiayi;V/Mbuy-A-Tshow
C/Tshikalenga;Tshikalenga;V/Tshilenge
C/Tshikula;Tshikula;T/Dibaya
C/Tshimakaka;Tshimakaka;V/Tshimbulu
C/Tshimayi;Tshimayi;V/Tshimbulu
C/Tshimbundi;Tshimbundi;V/Kasaji
C/Tshipao;Chefferie Tshipao;T/Sandoa
C/Tshisangama;Chefferie Tshisangama;T/Dilolo
C/Tshishimbi;Tshishimbi;T/Lupatapata
C/Tshopo;Tshopo;V/Kisangani
C/Tulume;Tulume;T/Luiza
C/Tumbwe;Chefferie Tumbwe;T/Kalemie
C/Tusuanganayi;Tusuanganayi;V/Lusambo
C/Ubundu;Ubundu;T/Ubundu
C/Uele;Uele;V/Bondo
C/Ulindi;Ulindi;V/Kalima
C/Vampa;Vampa;V/Bangu
C/Vulamba;Vulamba;V/Butembo
C/Wadimbisa-Mabudu;Chefferie Wadimbisa-Mabudu;T/Wamba
C/Wagenia;Chefferie Wagenia;T/Kasongo
C/Wahanga;Chefferie Wahanga;T/Basoko
C/Wakabango;Chefferie Wakabango;T/Shabunda
C/Walendu-Bindi;Chefferie Walendu-Bindi;T/Irumu
C/Walendu-Watsi;Chefferie Walendu-Watsi;T/Mahagi
C/Walese;Chefferie Walese;T/Watsa
C/Walese-Dese;Chefferie Walese-Dese;T/Mambasa
C/Walese-Karo;Chefferie Walese-Karo;T/Mambasa
C/Walese-Vonkutu;Chefferie Walese-Vonkutu;T/Irumu
C/Walikale;Walikale;T/Walikale
C/Wamaza;Wamaza;T/Kabambare
C/Wamba;Wamba;V/Wamba
C/Wamuzimu;Chefferie Wamuzimu;T/Mwenga
C/Wando;Chefferie Wando;T/Dungu
C/Wangata;Wangata;V/Mbandaka
C/Wango;Wango;V/Zongo
C/Wangongo;Chefferie Wangongo;T/Mahagi
C/Wanie-Rukula;Wanie-Rukula;T/Ubundu
C/War-Palara;Chefferie War-Palara;T/Mahagi
C/Watalinga;Chefferie Watalinga;T/Beni
C/Wazula;Chefferie Wazula;T/Kasongo
C/Wembo-Nyama;Wembo-Nyama;V/Lumumba
C/Wikong;Wikong;T/Luilu
C/Yabaondo;Yabaondo;T/Isangi
C/Yaelima;Chefferie Yaelima;T/Dekese
C/Yahuma;Yahuma;T/Yahuma
C/Yakeko;Yakeko;T/Opala
C/Yakoma;Yakoma;T/Yakoma
C/Yalihila;Chefferie Yalihila;T/Isangi
C/Yalikoka-Mboso;Chefferie Yalikoka-Mboso;T/Isangi
C/Yalingo;Chefferie Yalingo;T/Opala
C/Yaliwasa;Chefferie Yaliwasa;T/Basoko
C/Yamaie;Chefferie Yamaie;T/Opala
C/Yamandundu;Chefferie Yamandundu;T/Basoko
C/Yambula;Chefferie Yambula;T/Kongolo
C/Yangala;Yangala;T/Luiza
C/Yapandu;Chefferie Yapandu;T/Opala
C/Yatolema;Yatolema;T/Opala
C/Yeyango;Chefferie Yeyango;T/Opala
C/Yumbi;Yumbi;T/Yumbi
C/Zagili;Zagili;V/Bondo
C/Zaki;Chefferie Zaki;T/Aru
C/Zobia;Zobia;T/Bambesa
C/Zune;Chefferie Zune;T/Poko
C/Zungbi;Zungbi;V/Aba
S/Abarambo;Secteur Abarambo;T/Poko
S/Abumombazi;Secteur Abumombazi;T/Yakoma
S/Ahamba-Mange;Secteur Ahamba-Mange;T/Lodja
S/Ambwe;Secteur Ambwe;T/Kailo
S/Assolongo;Secteur Assolongo;T/Moanda
S/Atshuru;Secteur Atshuru;T/Kole
S/Babena;Secteur Babena;T/Poko
S/Babira-Bakwame;Secteur Babira-Bakwame;T/Punia
S/Babuya;Secteur Babuya;T/Kabambare
S/Babwa de Kole;Secteur Babwa de Kole;T/Banalia
S/Badia;Secteur Badia;T/Malemba-Nkulu
S/Bafwandaka;Secteur Bafwandaka;T/Bafwasende
S/Bahamba I;Secteur Bahamba I;T/Lomela
S/Bahamba II;Secteur Bahamba II;T/Lomela
S/Bahemba;Secteur Bahemba;T/Kabambare
S/Bahombo;Secteur Bahombo;T/Kabambare
S/Bakano;Secteur Bakano;T/Walikale
S/Bakela;Secteur Bakela;T/Lomela
S/Bakumu d'Angumu;Secteur Bakumu d'Angumu;T/Bafwasende
S/Bakumu-d'Obiatuku;Secteur Bakumu-d'Obiatuku;T/Ubundu
S/Bakumu-Kilinga;Secteur Bakumu-Kilinga;T/Ubundu
S/Bakumu-Mandombe;Secteur Bakumu-Mandombe;T/Ubundu
S/Bakumu-Mangongo;Secteur Bakumu-Mangongo;T/Ubundu
S/Bakunda;Secteur Bakunda;T/Kasenga
S/Bakundumu;Secteur Bakundumu;T/Bafwasende
S/Bakwa-Nyambi;Secteur Bakwa-Nyambi;T/Kamonia
S/Balala;Secteur Balala;T/Sakania
S/Balamba;Secteur Balamba;T/Sakania
S/Balanga;Secteur Balanga;T/Kailo
S/Balari;Secteur Balari;T/Luozi
S/Baleka;Secteur Baleka;T/Punia
S/Balinga-Lindja;Secteur Balinga-Lindja;T/Opala
S/Balomotwa;Secteur Balomotwa;T/Mitwaba
S/Baluba;Secteur Baluba;T/Kongolo
S/Baluba-Lubangule;Secteur Baluba-Lubangule;T/Kabinda
S/Baluba-Lubilanji;Secteur Baluba-Lubilanji;T/Katanda
S/Baluba-Shankadi;Secteur Baluba-Shankadi;T/Ngandajika
S/Bamanga;Secteur Bamanga;T/Banalia
S/Bambaie;Secteur Bambaie;T/Luiza
S/Bambelota;Secteur Bambelota;T/Isangi
S/Bamboma;Secteur Bamboma;T/Songololo
S/Banalia-Bangba;Secteur Banalia-Bangba;T/Banalia
S/Banda;Secteur Banda;T/Bosobolo
S/Banda-Yowa;Secteur Banda-Yowa;T/Bumba
S/Banga;Secteur Banga;T/Idiofa
S/Banga-Kungu;Secteur Banga-Kungu;T/Gemena
S/Bangala;Secteur Bangala;T/Mankanza
S/Bangelema-Mongandjo;Secteur Bangelema-Mongandjo;T/Basoko
S/Bangu;Secteur Bangu;T/Kahemba
S/Bankutshu-Dibele;Secteur Bankutshu-Dibele;T/Kole
S/Bankutshu-Lukenie;Secteur Bankutshu-Lukenie;T/Kole
S/Banunu;Secteur Banunu;T/Lukolela
S/Banweshi;Secteur Banweshi;T/Mitwaba
S/Banyali-Kilo;Secteur Banyali-Kilo;T/Djugu
S/Banyungu (Osso);Secteur Banyungu (Osso);T/Masisi
S/Banza;Secteur Banza;T/Budjala
S/Bapende;Secteur Bapende;T/Kamonia
S/Bapere;Secteur Bapere;T/Lubero
S/Barumbi-Opienge;Secteur Barumbi-Opienge;T/Bafwasende
S/Basambala;Secteur Basambala;T/Katako-Kombe
S/Basankusu;Secteur Basankusu;T/Basankusu
S/Basengele;Secteur Basengele;T/Inongo
S/Basho;Secteur Basho;T/Kole
S/Basonge (Kongolo);Secteur Basonge (Kongolo);T/Kongolo
S/Basonge (Lubefu);Secteur Basonge (Lubefu);T/Lubefu
S/Basonge (Lusambo);Secteur Basonge (Lusambo);T/Lusambo
S/Basonge II;Secteur Basonge II;T/Kasongo
S/Bateke-Sud/Twa;Secteur Bateke-Sud/Twa;T/Kwamouth
S/Batetela;Secteur Batetela;T/Lusambo
S/Batetela Arabises (Lomami);Secteur Batetela Arabises (Lomami);T/Katako-Kombe
S/Batetela Dibele;Secteur Batetela Dibele;T/Kole
S/Batetela-Lomela;Secteur Batetela-Lomela;T/Lomela
S/Baushi;Secteur Baushi;T/Sakania
S/Befumbo;Secteur Befumbo;T/Befale
S/Beia;Secteur Beia;T/Pangi
S/Bekalebwe;Secteur Bekalebwe;T/Lubao
S/Bekeni-Kondolole;Secteur Bekeni-Kondolole;T/Bafwasende
S/Belo;Secteur Belo;T/Idiofa
S/Bemili;Secteur Bemili;T/Bafwasende
S/Bena-Kamanya;Secteur Bena-Kamanya;T/Moba
S/Bena-Mamba;Secteur Bena-Mamba;T/Demba
S/Bena-Tshitolo;Secteur Bena-Tshitolo;T/Katanda
S/Benga;Secteur Benga;T/Kimvula
S/Beni;Secteur Beni;T/Beni
S/Beronge;Secteur Beronge;T/Kiri
S/Bianga;Secteur Bianga;T/Monkoto
S/Bili;Secteur Bili;T/Bosobolo
S/Bindu;Secteur Bindu;T/Kahemba
S/Bindungi;Secteur Bindungi;T/Masi-Manimba
S/Bitule;Secteur Bitule;T/Lubutu
S/Bodangabo;Secteur Bodangabo;T/Businga
S/Bokatola;Secteur Bokatola;T/Ingende
S/Boko;Secteur Boko;T/Mbanza-Ngungu
S/Bolia;Secteur Bolia;T/Inongo
S/Bolinga;Secteur Bolinga;T/Yahuma
S/Bolingo;Secteur Bolingo;T/Budjala
S/Bolomba;Secteur Bolomba;T/Bolomba
S/Bolua;Secteur Bolua;T/Boende
S/Boma-Bungu;Secteur Boma-Bungu;T/Moanda
S/Bomboma;Secteur Bomboma;T/Kungu
S/Bomenge;Secteur Bomenge;T/Basoko
S/Bongandanga;Secteur Bongandanga;T/Bongandanga
S/Bosobolo;Secteur Bosobolo;T/Bosobolo
S/Boso-Djanoa;Secteur Boso-Djanoa;T/Bongandanga
S/Bosoku;Secteur Bosoku;T/Yahuma
S/Boso-Melo;Secteur Boso-Melo;T/Bongandanga
S/Boso-Simba;Secteur Boso-Simba;T/Bongandanga
S/Bowase;Secteur Bowase;T/Gemena
S/Bukanda;Secteur Bukanda;T/Kipushi
S/Bukanga-Lonzo;Secteur Bukanga-Lonzo;T/Kenge
S/Bula-Naku;Secteur Bula-Naku;T/Tshela
S/Bulungu;Secteur Bulungu;T/Kazumba
S/Bulwem;Secteur Bulwem;T/Idiofa
S/Buma;Secteur Buma;T/Yahuma
S/Bundi;Secteur Bundi;T/Seke-Banza
S/Businga;Secteur Businga;T/Businga
S/Busira;Secteur Busira;T/Bolomba
S/Dibanda;Secteur Dibanda;T/Dibaya
S/Dibataie;Secteur Dibataie;T/Dibaya
S/Dinga;Secteur Dinga;T/Kenge
S/Diofwa;Secteur Diofwa;T/Demba
S/Djalo;Secteur Djalo;T/Katako-Kombe
S/Djamba;Secteur Djamba;T/Bomongo
S/Djera;Secteur Djera;T/Boende
S/Djolu;Secteur Djolu;T/Djolu
S/Dongo;Secteur Dongo;T/Kungu
S/Duale;Secteur Duale;T/Befale
S/Duali;Secteur Duali;T/Ingende
S/Dwe;Secteur Dwe;T/Bulungu
S/E.L.K. (Entre Lubi Kunduye);Secteur E.L.K. (Entre Lubi Kunduye);T/Lusambo
S/Ekonda;Secteur Ekonda;T/Bikoro
S/Elanga;Secteur Elanga;T/Bikoro
S/Eungu;Secteur Eungu;T/Ingende
S/Feshi-Maziamo;Secteur Feshi-Maziamo;T/Feshi
S/Fubu;Secteur Fubu;T/Lukula
S/Ganaketi;Secteur Ganaketi;T/Feshi
S/Gombalo;Secteur Gombalo;T/Basankusu
S/Gombari;Secteur Gombari;T/Watsa
S/Gombe-Matadi;Secteur Gombe-Matadi;T/Mbanza-Ngungu
S/Gombe-Sud;Secteur Gombe-Sud;T/Mbanza-Ngungu
S/Gungu;Secteur Gungu;T/Gungu
S/Ikama;Secteur Ikama;T/Pangi
S/Imbongo;Secteur Imbongo;T/Bulungu
S/Inongo;Secteur Inongo;T/Inongo
S/Isangila;Secteur Isangila;T/Seke-Banza
S/Itimbiri;Secteur Itimbiri;T/Bumba
S/Itombwe;Secteur Itombwe;T/Mwenga
S/Iye;Secteur Iye;T/Opala
S/Kabala;Secteur Kabala;T/Lupatapata
S/Kabalekese;Secteur Kabalekese;T/Luiza
S/Kabinda;Secteur Kabinda;T/Kabinda
S/Kafira;Secteur Kafira;T/Kasenga
S/Kafuba;Secteur Kafuba;T/Kazumba
S/Kakangayi;Secteur Kakangayi;T/Miabi
S/Kakongo;Secteur Kakongo;T/Lukula
S/Kalanganda;Secteur Kalanganda;T/Idiofa
S/Kalela;Secteur Kalela;T/Kabeya-Kamwanga
S/Kalunga;Secteur Kalunga;T/Luiza
S/Kamalondo;Secteur Kamalondo;T/Manono
S/Kamiji;Secteur Kamiji;T/Kamiji
S/Kamwandu;Secteur Kamwandu;T/Dibaya
S/Kanda-Kanda;Secteur Kanda-Kanda;T/Luilu
S/Kandale;Secteur Kandale;T/Gungu
S/Kanga;Secteur Kanga;T/Idiofa
S/Kangara;Secteur Kangara;T/Oshwe
S/Kapamay;Secteur Kapamay;T/Bukama
S/Kapia;Secteur Kapia;T/Idiofa
S/Karawa;Secteur Karawa;T/Businga
S/Kasadi-Sadi;Secteur Kasadi-Sadi;T/Kamonia
S/Kasai-Kabambaie;Secteur Kasai-Kabambaie;T/Kamonia
S/Kasai-Longatshimo;Secteur Kasai-Longatshimo;T/Kamonia
S/Kasai-Lunyeka;Secteur Kasai-Lunyeka;T/Kamonia
S/Kasangidi;Secteur Kasangidi;T/Dibaya
S/Kasangulu;Secteur Kasangulu;T/Kasangulu
S/Kashindi;Secteur Kashindi;T/Lusambo
S/Katoyi;Secteur Katoyi;T/Masisi
S/Kavula;Secteur Kavula;T/Kazumba
S/Kemba;Secteur Kemba;T/Kutu
S/Kembisa;Secteur Kembisa;T/Poko
S/Kenge;Secteur Kenge;T/Luozi
S/Kibali;Secteur Kibali;T/Watsa
S/Kibolo;Secteur Kibolo;T/Masi-Manimba
S/Kibunda;Secteur Kibunda;T/Kasongo-Lunda
S/Kidzweme;Secteur Kidzweme;T/Bagata
S/Kilamba;Secteur Kilamba;T/Gungu
S/Kilembe;Secteur Kilembe;T/Gungu
S/Kilongwandi (Mongwandi);Secteur Kilongwandi (Mongwandi);T/Aketi
S/Kilunda;Secteur Kilunda;T/Bulungu
S/Kimbanza;Secteur Kimbanza;T/Luozi
S/Kimpese;Secteur Kimpese;T/Songololo
S/Kimumba;Secteur Kimumba;T/Luozi
S/Kinda;Secteur Kinda;T/Kamina
S/Kingulu;Secteur Kingulu;T/Kasongo-Lunda
S/Kinkenge;Secteur Kinkenge;T/Luozi
S/Kinkosi (Luidi);Secteur Kinkosi (Luidi);T/Madimba
S/Kinzenga;Secteur Kinzenga;T/Masi-Manimba
S/Kinzenzengo;Secteur Kinzenzengo;T/Masi-Manimba
S/Kipuka;Secteur Kipuka;T/Bulungu
S/Kipuku;Secteur Kipuku;T/Idiofa
S/Kisamamba;Secteur Kisamamba;T/Kasenga
S/Kisengwa;Secteur Kisengwa;T/Lubao
S/Kisunzu;Secteur Kisunzu;T/Gungu
S/Kitoy;Secteur Kitoy;T/Masi-Manimba
S/Kivulu;Secteur Kivulu;T/Mbanza-Ngungu
S/Kivunda;Secteur Kivunda;T/Luozi
S/Kizamba;Secteur Kizamba;T/Kasongo-Lunda
S/Kobo (-Mosala);Secteur Kobo (-Mosala);T/Gungu
S/Kolokoso;Secteur Kolokoso;T/Kenge
S/Kondo;Secteur Kondo;T/Gungu
S/Kondo-Tshumbe;Secteur Kondo-Tshumbe;T/Lodja
S/Kulundji;Secteur Kulundji;T/Kahemba
S/Kunduyi;Secteur Kunduyi;T/Dimbelenge
S/Kwango-Kasai;Secteur Kwango-Kasai;T/Bagata
S/Kwenge;Secteur Kwenge;T/Bulungu
S/Kwilu-Kimbata;Secteur Kwilu-Kimbata;T/Bulungu
S/Kwilu-Ngongo;Secteur Kwilu-Ngongo;T/Mbanza-Ngungu
S/Kwilu-Ntober;Secteur Kwilu-Ntober;T/Bagata
S/Kyofwe;Secteur Kyofwe;T/Manono
S/La Mer;Secteur La Mer;T/Moanda
S/Lac Mukamba;Secteur Lac Mukamba;T/Kabeya-Kamwanga
S/Lac Ntomba;Secteur Lac Ntomba;T/Bikoro
S/Libenge-Centre;Secteur Libenge-Centre;T/Libenge
S/Libenge-Nord;Secteur Libenge-Nord;T/Libenge
S/Libenge-Sud;Secteur Libenge-Sud;T/Libenge
S/Lingomo;Secteur Lingomo;T/Djolu
S/Loango;Secteur Loango;T/Tshela
S/Loatshi;Secteur Loatshi;T/Luiza
S/Lobaie;Secteur Lobaie;T/Opala
S/Lobo;Secteur Lobo;T/Feshi
S/Loeka;Secteur Loeka;T/Bumba
S/Lofome;Secteur Lofome;T/Ikela
S/Lofoy;Secteur Lofoy;T/Boende
S/Loile;Secteur Loile;T/Ikela
S/Lokima;Secteur Lokima;T/Ikela
S/Lokolama;Secteur Lokolama;T/Oshwe
S/Lokombe;Secteur Lokombe;T/Isangi
S/Lokutu;Secteur Lokutu;T/Basoko
S/Lolaka;Secteur Lolaka;T/Bokungu
S/Lomako;Secteur Lomako;T/Befale
S/Lombelo;Secteur Lombelo;T/Demba
S/Lonya;Secteur Lonya;T/Katako-Kombe
S/Loombo;Secteur Loombo;T/Bokungu
S/Lovua-Longatshimo;Secteur Lovua-Longatshimo;T/Kamonia
S/Lovua-Lushiku;Secteur Lovua-Lushiku;T/Kamonia
S/Lozo;Secteur Lozo;T/Gungu
S/Lua;Secteur Lua;T/Kungu
S/Lualaba;Secteur Lualaba;T/Bukama
S/Luando;Secteur Luando;T/Bokungu
S/Luapula;Secteur Luapula;T/Kasenga
S/Luay;Secteur Luay;T/Bokungu
S/Lubao;Secteur Lubao;T/Lubao
S/Lubi (Dimbelenge);Secteur Lubi (Dimbelenge);T/Dimbelenge
S/Lubi (Lusambo);Secteur Lubi (Lusambo);T/Lusambo
