PH	Monocarburation GPL-électricité (hybride non rechargeable)	2022-06-16T14:23:24.290565	energie_vehicule	true
PE	Monocarburation GPL-électricité (hybride rechargeable)	2022-06-16T14:23:24.240561	energie_vehicule	true
GP	Gaz de pétrole liquéfié GPL (mélange spécial de butane et de propane, à l'exception des butane et propane commerciaux) utilisé en tant que carburant exclusif	2022-06-16T14:23:24.195522	energie_vehicule	true
GQ	Mélange de gazole et gaz naturel (dual fuel) et électricité (hybride non rechargeable)	2022-06-16T14:23:24.137525	energie_vehicule	true
GM	Mélange de gazole et gaz naturel (dual fuel) et électricité (hybride rechargeable)	2022-06-16T14:23:24.08656	energie_vehicule	true
G2	Bicarburation gazole-GPL	2022-06-16T14:23:24.028415	energie_vehicule	true
1A	Mélange de gazole et gaz naturel (véhicule dual fuel type 1A)	2022-06-16T14:23:23.971414	energie_vehicule	true
GF	Mélange de gazole et gaz naturel (dual fuel)	2022-06-16T14:23:23.922414	energie_vehicule	true
GH	Gazole-électricité (hybride non rechargeable)	2022-06-16T14:23:23.875413	energie_vehicule	true
GL	Gazole-électricité (hybride rechargeable)	2022-06-16T14:23:23.811413	energie_vehicule	true
GO	Gazole	2022-06-16T14:23:23.754415	energie_vehicule	true
FH	Superéthanol-électricité (hybride non rechargeable)	2022-06-16T14:23:23.714326	energie_vehicule	true
FL	Superéthanol-électricité (hybride rechargeable)	2022-06-16T14:23:23.655327	energie_vehicule	true
FN	Bicarburation superéthanol-gaz naturel	2022-06-16T14:23:23.598326	energie_vehicule	true
FG	Bicarburation superéthanol-GPL	2022-06-16T14:23:23.535361	energie_vehicule	true
FE	Superéthanol	2022-06-16T14:23:23.486361	energie_vehicule	true
EP	Bicarburation essence-gaz naturel et électricité (hybride non rechargeable)	2022-06-16T14:23:23.443444	energie_vehicule	true
EQ	Bicarburation essence-GPL et électricité (hybride non rechargeable)	2022-06-16T14:23:23.379395	energie_vehicule	true
EH	Essence-électricité (hybride non rechargeable)	2022-06-16T14:23:23.325359	energie_vehicule	true
EM	Bicarburation essence-gaz naturel et électricité (hybride rechargeable)	2022-06-16T14:23:23.281358	energie_vehicule	true
ER	Bicarburation essence-GPL et électricité (hybride rechargeable)	2022-06-16T14:23:23.213359	energie_vehicule	true
EE	Essence électricité (hybride rechargeable)	2022-06-16T14:23:23.169473	energie_vehicule	true
EN	Bicarburation essence-gaz naturel	2022-06-16T14:23:23.113041	energie_vehicule	true
EG	Bicarburation essence-GPL	2022-06-16T14:23:23.058994	energie_vehicule	true
ES	Essence	2022-06-16T14:23:23.006044	energie_vehicule	true
AGRICOLE	Agricole	2022-06-16T14:23:22.954995	type_carosserie	true
VOIRIE	Voirie	2022-06-16T14:23:22.899998	type_carosserie	true
TRAVAUX	Travaux publics et industriels	2022-06-16T14:23:22.856027	type_carosserie	true
SANITAIR	Sanitaire	2022-06-16T14:23:22.814994	type_carosserie	true
MAGASIN	Magasin	2022-06-16T14:23:22.768035	type_carosserie	true
INCENDIE	Incendie	2022-06-16T14:23:22.714041	type_carosserie	true
GRUE	Grue	2022-06-16T14:23:22.65804	type_carosserie	true
FG FUNER	Fourgon funéraire	2022-06-16T14:23:22.613261	type_carosserie	true
FG BLIND	Fourgon blindé	2022-06-16T14:23:22.557994	type_carosserie	true
DEPANNAG	Dépannage	2022-06-16T14:23:22.510035	type_carosserie	true
CHAR POR	Chariot porteur	2022-06-16T14:23:22.461994	type_carosserie	true
CARAVANE	Caravane	2022-06-16T14:23:22.413033	type_carosserie	true
BOM	Bennes à ordures ménagères	2022-06-16T14:23:22.370994	type_carosserie	true
BAZ FOR	Bazar forain	2022-06-16T14:23:22.323994	type_carosserie	true
ATELIER	Atelier	2022-06-16T14:23:22.279994	type_carosserie	true
AMBULAN	Ambulance (pour personne couchée)	2022-06-16T14:23:22.216511	type_carosserie	true
TB	Triqueballe	2022-06-16T14:23:22.155511	type_carosserie	true
AR FORES	Arrière-train forestier	2022-06-16T14:23:22.090511	type_carosserie	true
AR TRAIN	Arrière-train routier	2022-06-16T14:23:22.047549	type_carosserie	true
AV TRAIN	Avant-train routier	2022-06-16T14:23:21.997511	type_carosserie	true
PTE CONT	Porte-conteneurs ou caisses mobiles ou amovibles	2022-06-16T14:23:21.954511	type_carosserie	true
PTE ENG	Porte-engins	2022-06-16T14:23:21.888512	type_carosserie	true
CHAS-CAB	Châssis-cabine	2022-06-16T14:23:21.83551	type_carosserie	true
PLSC	Carrosserie à parois latérales souples coulissantes	2022-06-16T14:23:21.792511	type_carosserie	true
SAVOYARD	Savoyardes	2022-06-16T14:23:21.749542	type_carosserie	true
PTE VOIT	Porte-voitures	2022-06-16T14:23:21.693438	type_carosserie	true
PTE FER	Porte-fers	2022-06-16T14:23:21.625438	type_carosserie	true
PTE BAT	Porte-bateau	2022-06-16T14:23:21.578572	type_carosserie	true
PLATEAU	Plateau	2022-06-16T14:23:21.534479	type_carosserie	true
BETON	Bétonnière	2022-06-16T14:23:21.478516	type_carosserie	true
DERIV VP	Fourgonnette dérivée de VP	2022-06-16T14:23:21.425475	type_carosserie	true
FG TD	Fourgon à température dirigée	2022-06-16T14:23:21.381969	type_carosserie	true
FOURGON	Fourgon avec parois et toit rigides	2022-06-16T14:23:21.332477	type_carosserie	true
BACHE	Fourgon bâché avec parois rigides	2022-06-16T14:23:21.286437	type_carosserie	true
CIT PULV	Citerne à produits pulvérulents ou granulaires	2022-06-16T14:23:21.238439	type_carosserie	true
CIT EAU	Citerne à eau	2022-06-16T14:23:21.190439	type_carosserie	true
CIT VID	Citerne à vidange	2022-06-16T14:23:21.144427	type_carosserie	true
