1;AC;true;2022-06-16T14:16:01.133113;voiture_marque;1
10;Audi;true;2022-06-16T14:16:01.180962;voiture_marque;1
100;Liebao Motor;true;2022-06-16T14:16:01.490973;voiture_marque;1
101;Lifan;true;2022-06-16T14:16:01.494977;voiture_marque;1
102;Lincoln;true;2022-06-16T14:16:01.498011;voiture_marque;1
103;Lotus;true;2022-06-16T14:16:01.500978;voiture_marque;1
104;LTI;true;2022-06-16T14:16:01.505324;voiture_marque;1
105;Luxgen;true;2022-06-16T14:16:01.508803;voiture_marque;1
106;Mahindra;true;2022-06-16T14:16:01.511976;voiture_marque;1
107;Marcos;true;2022-06-16T14:16:01.514973;voiture_marque;1
108;Marlin;true;2022-06-16T14:16:01.518107;voiture_marque;1
109;Marussia;true;2022-06-16T14:16:01.520978;voiture_marque;1
11;Austin;true;2022-06-16T14:16:01.185334;voiture_marque;1
110;Maruti;true;2022-06-16T14:16:01.523974;voiture_marque;1
111;Maserati;true;2022-06-16T14:16:01.527363;voiture_marque;1
112;Maybach;true;2022-06-16T14:16:01.530511;voiture_marque;1
113;Mazda;true;2022-06-16T14:16:01.533975;voiture_marque;1
114;McLaren;true;2022-06-16T14:16:01.536974;voiture_marque;1
115;Mega;true;2022-06-16T14:16:01.541813;voiture_marque;1
116;Mercedes-Benz;true;2022-06-16T14:16:01.544809;voiture_marque;1
117;Mercury;true;2022-06-16T14:16:01.547628;voiture_marque;1
118;Metrocab;true;2022-06-16T14:16:01.550596;voiture_marque;1
119;MG;true;2022-06-16T14:16:01.553973;voiture_marque;1
12;Autobianchi;true;2022-06-16T14:16:01.188963;voiture_marque;1
120;Microcar;true;2022-06-16T14:16:01.559286;voiture_marque;1
121;Minelli;true;2022-06-16T14:16:01.562975;voiture_marque;1
122;Mini;true;2022-06-16T14:16:01.566559;voiture_marque;1
123;Mitsubishi;true;2022-06-16T14:16:01.570098;voiture_marque;1
124;Mitsuoka;true;2022-06-16T14:16:01.573655;voiture_marque;1
125;Morgan;true;2022-06-16T14:16:01.576978;voiture_marque;1
126;Morris;true;2022-06-16T14:16:01.579974;voiture_marque;1
127;Nissan;true;2022-06-16T14:16:01.584002;voiture_marque;1
128;Noble;true;2022-06-16T14:16:01.587039;voiture_marque;1
129;Oldsmobile;true;2022-06-16T14:16:01.589975;voiture_marque;1
13;Baltijas Dzips;true;2022-06-16T14:16:01.194061;voiture_marque;1
130;Opel;true;2022-06-16T14:16:01.593975;voiture_marque;1
131;Osca;true;2022-06-16T14:16:01.598344;voiture_marque;1
